"CpG","proportion"
"cg02952512",0.001
"cg02952729",0.001
"cg02954623",0.001
"cg02973417",0.001
"cg02994113",0.001
"cg02994943",0.001
"cg02999370",0.001
"cg03007462",0.001
"cg03010094",0.001
"cg03013371",0.001
"cg03019024",0.001
"cg03025466",0.001
"cg03029568",0.001
"cg03031357",0.001
"cg03038395",0.001
"cg03046946",0.001
"cg03050491",0.001
"cg03056849",0.001
"cg03086360",0.001
"cg03096488",0.001
"cg03101761",0.001
"cg03147775",0.001
"cg03149049",0.001
"cg03159449",0.001
"cg03159767",0.001
"cg03159836",0.001
"cg03164427",0.001
"cg03171708",0.001
"cg03177323",0.001
"cg03189022",0.001
"cg03203797",0.001
"cg03205098",0.001
"cg03210912",0.001
"cg03211561",0.001
"cg03213202",0.001
"cg03219705",0.001
"cg03245429",0.001
"cg03252296",0.001
"cg03259264",0.001
"cg03273615",0.001
"cg03297338",0.001
"cg03302707",0.001
"cg03308225",0.001
"cg03323167",0.001
"cg03328165",0.001
"cg03331695",0.001
"cg03344098",0.001
"cg03351894",0.001
"cg03359503",0.001
"cg03360001",0.001
"cg03369828",0.001
"cg03383467",0.001
"cg03392764",0.001
"cg03403500",0.001
"cg03422380",0.001
"cg03430254",0.001
"cg03443365",0.001
"cg03445679",0.001
"cg03447800",0.001
"cg03448884",0.001
"cg03450733",0.001
"cg03460546",0.001
"cg03460558",0.001
"cg03465847",0.001
"cg03472457",0.001
"cg03485887",0.001
"cg03487966",0.001
"cg03492850",0.001
"cg03504002",0.001
"cg03508646",0.001
"cg03514519",0.001
"cg03536032",0.001
"cg03537374",0.001
"cg03544491",0.001
"cg03574672",0.001
"cg03576039",0.001
"cg03576235",0.001
"cg03595428",0.001
"cg03605032",0.001
"cg03635790",0.001
"cg03636437",0.001
"cg03648937",0.001
"cg03663024",0.001
"cg03664928",0.001
"cg03665912",0.001
"cg03671317",0.001
"cg03671371",0.001
"cg03682444",0.001
"cg03707099",0.001
"cg03723123",0.001
"cg03725699",0.001
"cg03735049",0.001
"cg03738247",0.001
"cg03749630",0.001
"cg03753611",0.001
"cg03754195",0.001
"cg03762767",0.001
"cg03765359",0.001
"cg03775340",0.001
"cg03779462",0.001
"cg03781301",0.001
"cg03783575",0.001
"cg03787796",0.001
"cg03790891",0.001
"cg03791281",0.001
"cg03791434",0.001
"cg03802893",0.001
"cg03808642",0.001
"cg03822658",0.001
"cg03825574",0.001
"cg03827947",0.001
"cg03842291",0.001
"cg03872828",0.001
"cg03888820",0.001
"cg03916459",0.001
"cg03923832",0.001
"cg03928924",0.001
"cg03934360",0.001
"cg03935769",0.001
"cg03947681",0.001
"cg03952262",0.001
"cg03959079",0.001
"cg03962288",0.001
"cg03967815",0.001
"cg03992092",0.001
"cg03993368",0.001
"cg03993934",0.001
"cg03995238",0.001
"cg03996447",0.001
"cg04014652",0.001
"cg04023829",0.001
"cg04026379",0.001
"cg04031908",0.001
"cg04032096",0.001
"cg04037410",0.001
"cg04037732",0.001
"cg04037836",0.001
"cg04044314",0.001
"cg04059198",0.001
"cg04061482",0.001
"cg04077100",0.001
"cg04108053",0.001
"cg04109895",0.001
"cg04144603",0.001
"cg04149024",0.001
"cg04168395",0.001
"cg04184316",0.001
"cg04200603",0.001
"cg04227026",0.001
"cg04266020",0.001
"cg04271735",0.001
"cg04274350",0.001
"cg04283923",0.001
"cg04294190",0.001
"cg04295283",0.001
"cg04300278",0.001
"cg04301343",0.001
"cg04302300",0.001
"cg04316392",0.001
"cg04323365",0.001
"cg04324977",0.001
"cg04333786",0.001
"cg04342295",0.001
"cg04381324",0.001
"cg04381495",0.001
"cg04388053",0.001
"cg04392694",0.001
"cg04393989",0.001
"cg04427987",0.001
"cg04430599",0.001
"cg04435661",0.001
"cg04455999",0.001
"cg04463886",0.001
"cg04484695",0.001
"cg04507972",0.001
"cg04514171",0.001
"cg04516056",0.001
"cg04528545",0.001
"cg04546597",0.001
"cg04553232",0.001
"cg04554617",0.001
"cg04564438",0.001
"cg04571797",0.001
"cg04576196",0.001
"cg04594013",0.001
"cg04596014",0.001
"cg04620228",0.001
"cg04621904",0.001
"cg04625528",0.001
"cg04648670",0.001
"cg04660970",0.001
"cg04667267",0.001
"cg04669465",0.001
"cg04676783",0.001
"cg04712267",0.001
"cg04764942",0.001
"cg04769268",0.001
"cg04770125",0.001
"cg04782106",0.001
"cg04782269",0.001
"cg04799166",0.001
"cg04813240",0.001
"cg04814085",0.001
"cg04815017",0.001
"cg04828704",0.001
"cg04856802",0.001
"cg04865541",0.001
"cg04875162",0.001
"cg04882894",0.001
"cg04886514",0.001
"cg04888771",0.001
"cg04889366",0.001
"cg04892794",0.001
"cg04953586",0.001
"cg04959302",0.001
"cg04984754",0.001
"cg04995154",0.001
"cg05012785",0.001
"cg05016192",0.001
"cg05032353",0.001
"cg05043566",0.001
"cg05045028",0.001
"cg05059352",0.001
"cg05073171",0.001
"cg05074623",0.001
"cg05080834",0.001
"cg05083020",0.001
"cg05086798",0.001
"cg05091491",0.001
"cg05103078",0.001
"cg05103731",0.001
"cg05106635",0.001
"cg05109619",0.001
"cg05116452",0.001
"cg05116966",0.001
"cg05127037",0.001
"cg05127962",0.001
"cg05146226",0.001
"cg05164863",0.001
"cg05171335",0.001
"cg05177661",0.001
"cg05181110",0.001
"cg05181183",0.001
"cg05185776",0.001
"cg05195686",0.001
"cg05196026",0.001
"cg05196231",0.001
"cg05204037",0.001
"cg05207982",0.001
"cg05209162",0.001
"cg05215305",0.001
"cg05219035",0.001
"cg05242066",0.001
"cg05257947",0.001
"cg05259868",0.001
"cg05295688",0.001
"cg05299875",0.001
"cg05302212",0.001
"cg05305760",0.001
"cg05313921",0.001
"cg05322168",0.001
"cg05325012",0.001
"cg05330177",0.001
"cg05342278",0.001
"cg05345904",0.001
"cg05383271",0.001
"cg05397816",0.001
"cg05412615",0.001
"cg05421704",0.001
"cg05422360",0.001
"cg05427163",0.001
"cg05441864",0.001
"cg05442949",0.001
"cg05444994",0.001
"cg05446138",0.001
"cg05455393",0.001
"cg05460414",0.001
"cg05464705",0.001
"cg05471258",0.001
"cg05472237",0.001
"cg05507065",0.001
"cg05510199",0.001
"cg05511138",0.001
"cg05511752",0.001
"cg05517106",0.001
"cg05527382",0.001
"cg05555050",0.001
"cg05570609",0.001
"cg05577993",0.001
"cg05587202",0.001
"cg05594230",0.001
"cg05598468",0.001
"cg05626778",0.001
"cg05637610",0.001
"cg05648770",0.001
"cg05661612",0.001
"cg05666266",0.001
"cg05673346",0.001
"cg05685296",0.001
"cg05688923",0.001
"cg05696595",0.001
"cg05712562",0.001
"cg05736516",0.001
"cg05740522",0.001
"cg05755935",0.001
"cg05756954",0.001
"cg05776098",0.001
"cg05782975",0.001
"cg05785344",0.001
"cg05785376",0.001
"cg05802072",0.001
"cg05833518",0.001
"cg05836941",0.001
"cg05858130",0.001
"cg05876915",0.001
"cg05893491",0.001
"cg05895666",0.001
"cg05896813",0.001
"cg05897571",0.001
"cg05903800",0.001
"cg05908833",0.001
"cg05914696",0.001
"cg05914766",0.001
"cg05915658",0.001
"cg05921207",0.001
"cg05929865",0.001
"cg05946498",0.001
"cg05958056",0.001
"cg05978676",0.001
"cg05986687",0.001
"cg05993696",0.001
"cg06002470",0.001
"cg06024993",0.001
"cg06025043",0.001
"cg06037923",0.001
"cg06060980",0.001
"cg06068111",0.001
"cg06068202",0.001
"cg06093100",0.001
"cg06096870",0.001
"cg06102971",0.001
"cg06121838",0.001
"cg06134719",0.001
"cg06143713",0.001
"cg06161732",0.001
"cg06163534",0.001
"cg06174815",0.001
"cg06177203",0.001
"cg06178583",0.001
"cg06180047",0.001
"cg06186228",0.001
"cg06191141",0.001
"cg06212057",0.001
"cg06213404",0.001
"cg06216469",0.001
"cg06231618",0.001
"cg06232846",0.001
"cg06242333",0.001
"cg06252876",0.001
"cg06263190",0.001
"cg06263220",0.001
"cg06266461",0.001
"cg06268905",0.001
"cg06277838",0.001
"cg06287707",0.001
"cg06289882",0.001
"cg06298361",0.001
"cg06300107",0.001
"cg06300559",0.001
"cg06301987",0.001
"cg06302025",0.001
"cg06302218",0.001
"cg06325778",0.001
"cg06326957",0.001
"cg06327799",0.001
"cg06376279",0.001
"cg06379640",0.001
"cg06400734",0.001
"cg06405981",0.001
"cg06409934",0.001
"cg06418169",0.001
"cg06428055",0.001
"cg06434723",0.001
"cg06441867",0.001
"cg06444360",0.001
"cg06446608",0.001
"cg06448666",0.001
"cg06462431",0.001
"cg06469252",0.001
"cg06469634",0.001
"cg06471560",0.001
"cg06472309",0.001
"cg06507631",0.001
"cg06525551",0.001
"cg06539694",0.001
"cg06549038",0.001
"cg06564701",0.001
"cg06566473",0.001
"cg06568260",0.001
"cg06568349",0.001
"cg06587931",0.001
"cg06591372",0.001
"cg06614969",0.001
"cg06620480",0.001
"cg06623345",0.001
"cg06638769",0.001
"cg06653801",0.001
"cg06663923",0.001
"cg06666117",0.001
"cg06673178",0.001
"cg06675660",0.001
"cg06683713",0.001
"cg06690733",0.001
"cg06691667",0.001
"cg06708895",0.001
"cg06711837",0.001
"cg06730782",0.001
"cg06737463",0.001
"cg06758848",0.001
"cg06761424",0.001
"cg06767008",0.001
"cg06767137",0.001
"cg06780606",0.001
"cg06791102",0.001
"cg06818142",0.001
"cg06828129",0.001
"cg06839398",0.001
"cg06871279",0.001
"cg06874206",0.001
"cg06900846",0.001
"cg06911909",0.001
"cg06918955",0.001
"cg06930804",0.001
"cg06936709",0.001
"cg06944050",0.001
"cg06944413",0.001
"cg06944922",0.001
"cg06952027",0.001
"cg06963219",0.001
"cg06967228",0.001
"cg06980757",0.001
"cg06989954",0.001
"cg07021409",0.001
"cg07042747",0.001
"cg07066670",0.001
"cg07085035",0.001
"cg07103644",0.001
"cg07108522",0.001
"cg07110583",0.001
"cg07119807",0.001
"cg07132736",0.001
"cg07151902",0.001
"cg07157700",0.001
"cg07177062",0.001
"cg07180360",0.001
"cg07181891",0.001
"cg07192043",0.001
"cg07195907",0.001
"cg07198345",0.001
"cg07206010",0.001
"cg07210774",0.001
"cg07210835",0.001
"cg07211915",0.001
"cg07222039",0.001
"cg07228125",0.001
"cg07274490",0.001
"cg07297906",0.001
"cg07313072",0.001
"cg07313844",0.001
"cg07318999",0.001
"cg07325913",0.001
"cg07329076",0.001
"cg07342016",0.001
"cg07348308",0.001
"cg07368694",0.001
"cg07376174",0.001
"cg07380494",0.001
"cg07395495",0.001
"cg07396368",0.001
"cg07399866",0.001
"cg07422795",0.001
"cg07425845",0.001
"cg07427073",0.001
"cg07438602",0.001
"cg07439872",0.001
"cg07459792",0.001
"cg07464524",0.001
"cg07470526",0.001
"cg07474492",0.001
"cg07496966",0.001
"cg07525792",0.001
"cg07532590",0.001
"cg07587151",0.001
"cg07597576",0.001
"cg07621042",0.001
"cg07624842",0.001
"cg07635888",0.001
"cg07649160",0.001
"cg07650623",0.001
"cg07657075",0.001
"cg07670335",0.001
"cg07674503",0.001
"cg07676320",0.001
"cg07690204",0.001
"cg07691333",0.001
"cg07692437",0.001
"cg07693661",0.001
"cg07717498",0.001
"cg07762918",0.001
"cg07767690",0.001
"cg07770093",0.001
"cg07775808",0.001
"cg07783357",0.001
"cg07793897",0.001
"cg07799491",0.001
"cg07804196",0.001
"cg07809144",0.001
"cg07811386",0.001
"cg07812038",0.001
"cg07812390",0.001
"cg07820420",0.001
"cg07825243",0.001
"cg07830469",0.001
"cg07841824",0.001
"cg07855914",0.001
"cg07865580",0.001
"cg07874445",0.001
"cg07875393",0.001
"cg07876558",0.001
"cg07884424",0.001
"cg07892139",0.001
"cg07910434",0.001
"cg07910919",0.001
"cg07911663",0.001
"cg07912382",0.001
"cg07914169",0.001
"cg07917796",0.001
"cg07946630",0.001
"cg07971493",0.001
"cg07974349",0.001
"cg07983986",0.001
"cg07987169",0.001
"cg07989867",0.001
"cg07998499",0.001
"cg08010351",0.001
"cg08015811",0.001
"cg08021299",0.001
"cg08034380",0.001
"cg08048696",0.001
"cg08070147",0.001
"cg08073365",0.001
"cg08093211",0.001
"cg08099387",0.001
"cg08111264",0.001
"cg08112928",0.001
"cg08118032",0.001
"cg08125767",0.001
"cg08130682",0.001
"cg08147831",0.001
"cg08158441",0.001
"cg08168768",0.001
"cg08171931",0.001
"cg08174182",0.001
"cg08179043",0.001
"cg08214957",0.001
"cg08222309",0.001
"cg08237404",0.001
"cg08239458",0.001
"cg08248084",0.001
"cg08259169",0.001
"cg08280623",0.001
"cg08281194",0.001
"cg08300559",0.001
"cg08317307",0.001
"cg08323957",0.001
"cg08327960",0.001
"cg08348857",0.001
"cg08349033",0.001
"cg08351598",0.001
"cg08358587",0.001
"cg08366073",0.001
"cg08380039",0.001
"cg08381873",0.001
"cg08388999",0.001
"cg08395108",0.001
"cg08401365",0.001
"cg08414807",0.001
"cg08424398",0.001
"cg08432706",0.001
"cg08461617",0.001
"cg08464860",0.001
"cg08464958",0.001
"cg08470131",0.001
"cg08495376",0.001
"cg08509286",0.001
"cg08573069",0.001
"cg08573404",0.001
"cg08579577",0.001
"cg08583823",0.001
"cg08586423",0.001
"cg08587424",0.001
"cg08587977",0.001
"cg08612317",0.001
"cg08622041",0.001
"cg08637602",0.001
"cg08653875",0.001
"cg08656747",0.001
"cg08674227",0.001
"cg08683562",0.001
"cg08698436",0.001
"cg08711530",0.001
"cg08723064",0.001
"cg08755498",0.001
"cg08757314",0.001
"cg08761411",0.001
"cg08762253",0.001
"cg08769559",0.001
"cg08774966",0.001
"cg08782677",0.001
"cg08788611",0.001
"cg08791697",0.001
"cg08792260",0.001
"cg08796898",0.001
"cg08840366",0.001
"cg08859156",0.001
"cg08869785",0.001
"cg08874555",0.001
"cg08894652",0.001
"cg08929402",0.001
"cg08940326",0.001
"cg08951164",0.001
"cg08952516",0.001
"cg08960045",0.001
"cg08965337",0.001
"cg08967057",0.001
"cg08967108",0.001
"cg08978033",0.001
"cg08983668",0.001
"cg08998531",0.001
"cg09013558",0.001
"cg09033783",0.001
"cg09038535",0.001
"cg09049140",0.001
"cg09049334",0.001
"cg09054333",0.001
"cg09055253",0.001
"cg09062995",0.001
"cg09063705",0.001
"cg09076713",0.001
"cg09080960",0.001
"cg09086179",0.001
"cg09112156",0.001
"cg09113017",0.001
"cg09117973",0.001
"cg09122929",0.001
"cg09125286",0.001
"cg09151683",0.001
"cg09157973",0.001
"cg09161311",0.001
"cg09168980",0.001
"cg09169344",0.001
"cg09186478",0.001
"cg09191993",0.001
"cg09197234",0.001
"cg09210088",0.001
"cg09217198",0.001
"cg09234578",0.001
"cg09261015",0.001
"cg09331449",0.001
"cg09340741",0.001
"cg09383087",0.001
"cg09406238",0.001
"cg09418568",0.001
"cg09418623",0.001
"cg09422000",0.001
"cg09423996",0.001
"cg09440563",0.001
"cg09440616",0.001
"cg09451525",0.001
"cg09500531",0.001
"cg09506041",0.001
"cg09524087",0.001
"cg09530349",0.001
"cg09535637",0.001
"cg09542244",0.001
"cg09548932",0.001
"cg09554224",0.001
"cg09559792",0.001
"cg09569737",0.001
"cg09572666",0.001
"cg09614490",0.001
"cg09614750",0.001
"cg09622354",0.001
"cg09626131",0.001
"cg09636905",0.001
"cg09655309",0.001
"cg09661041",0.001
"cg09662069",0.001
"cg09714963",0.001
"cg09715925",0.001
"cg09720420",0.001
"cg09724624",0.001
"cg09725439",0.001
"cg09735782",0.001
"cg09741801",0.001
"cg09755819",0.001
"cg09768654",0.001
"cg09793827",0.001
"cg09809869",0.001
"cg09815793",0.001
"cg09819081",0.001
"cg09819134",0.001
"cg09820479",0.001
"cg09821007",0.001
"cg09826612",0.001
"cg09850561",0.001
"cg09853393",0.001
"cg09858817",0.001
"cg09868328",0.001
"cg09889532",0.001
"cg09892236",0.001
"cg09904973",0.001
"cg09914504",0.001
"cg09937946",0.001
"cg09938473",0.001
"cg09953687",0.001
"cg09957622",0.001
"cg09972420",0.001
"cg10001949",0.001
"cg10009830",0.001
"cg10011049",0.001
"cg10016783",0.001
"cg10022689",0.001
"cg10027815",0.001
"cg10033585",0.001
"cg10034271",0.001
"cg10052922",0.001
"cg10058095",0.001
"cg10058598",0.001
"cg10097667",0.001
"cg10113579",0.001
"cg10127367",0.001
"cg10127939",0.001
"cg10149996",0.001
"cg10169224",0.001
"cg10191562",0.001
"cg10196901",0.001
"cg10199730",0.001
"cg10233933",0.001
"cg10262485",0.001
"cg10273882",0.001
"cg10275056",0.001
"cg10280099",0.001
"cg10293293",0.001
"cg10293967",0.001
"cg10306780",0.001
"cg10318700",0.001
"cg10320061",0.001
"cg10332710",0.001
"cg10333806",0.001
"cg10341831",0.001
"cg10349795",0.001
"cg10384698",0.001
"cg10386280",0.001
"cg10400341",0.001
"cg10413105",0.001
"cg10424526",0.001
"cg10426727",0.001
"cg10426994",0.001
"cg10431878",0.001
"cg10436920",0.001
"cg10459495",0.001
"cg10461324",0.001
"cg10462174",0.001
"cg10489136",0.001
"cg10497510",0.001
"cg10503697",0.001
"cg10509117",0.001
"cg10509244",0.001
"cg10510586",0.001
"cg10511972",0.001
"cg10527749",0.001
"cg10530171",0.001
"cg10530733",0.001
"cg10537079",0.001
"cg10538243",0.001
"cg10567802",0.001
"cg10576817",0.001
"cg10581449",0.001
"cg10587725",0.001
"cg10591403",0.001
"cg10634358",0.001
"cg10645377",0.001
"cg10659738",0.001
"cg10673213",0.001
"cg10673698",0.001
"cg10676559",0.001
"cg10694252",0.001
"cg10709771",0.001
"cg10723556",0.001
"cg10729169",0.001
"cg10750253",0.001
"cg10758779",0.001
"cg10800483",0.001
"cg10805837",0.001
"cg10814886",0.001
"cg10841064",0.001
"cg10864286",0.001
"cg10868351",0.001
"cg10894970",0.001
"cg10899660",0.001
"cg10906138",0.001
"cg10907112",0.001
"cg10914789",0.001
"cg10916579",0.001
"cg10925138",0.001
"cg10930675",0.001
"cg10962623",0.001
"cg10988135",0.001
"cg10989079",0.001
"cg11001891",0.001
"cg11010934",0.001
"cg11012895",0.001
"cg11019890",0.001
"cg11033833",0.001
"cg11037433",0.001
"cg11049305",0.001
"cg11062691",0.001
"cg11063797",0.001
"cg11064992",0.001
"cg11067830",0.001
"cg11109182",0.001
"cg11111083",0.001
"cg11116781",0.001
"cg11118425",0.001
"cg11157838",0.001
"cg11162419",0.001
"cg11163995",0.001
"cg11165479",0.001
"cg11190637",0.001
"cg11197233",0.001
"cg11215426",0.001
"cg11216272",0.001
"cg11231360",0.001
"cg11232915",0.001
"cg11235848",0.001
"cg11251991",0.001
"cg11253356",0.001
"cg11259819",0.001
"cg11264871",0.001
"cg11265978",0.001
"cg11271132",0.001
"cg11296715",0.001
"cg11298496",0.001
"cg11309283",0.001
"cg11321526",0.001
"cg11329209",0.001
"cg11333230",0.001
"cg11353850",0.001
"cg11363849",0.001
"cg11363917",0.001
"cg11369993",0.001
"cg11390960",0.001
"cg11412673",0.001
"cg11418237",0.001
"cg11428427",0.001
"cg11457176",0.001
"cg11465019",0.001
"cg11473381",0.001
"cg11493086",0.001
"cg11498682",0.001
"cg11503671",0.001
"cg11506821",0.001
"cg11516614",0.001
"cg11543777",0.001
"cg11548243",0.001
"cg11550546",0.001
"cg11552821",0.001
"cg11565551",0.001
"cg11614248",0.001
"cg11618093",0.001
"cg11673013",0.001
"cg11674735",0.001
"cg11687388",0.001
"cg11691271",0.001
"cg11696431",0.001
"cg11703139",0.001
"cg11704309",0.001
"cg11707753",0.001
"cg11708870",0.001
"cg11712793",0.001
"cg11717930",0.001
"cg11718092",0.001
"cg11720010",0.001
"cg11720142",0.001
"cg11740717",0.001
"cg11747538",0.001
"cg11757828",0.001
"cg11765710",0.001
"cg11771863",0.001
"cg11783637",0.001
"cg11789731",0.001
"cg11793132",0.001
"cg11797908",0.001
"cg11800004",0.001
"cg11802925",0.001
"cg11806565",0.001
"cg11821383",0.001
"cg11827366",0.001
"cg11829663",0.001
"cg11863130",0.001
"cg11869614",0.001
"cg11885175",0.001
"cg11887015",0.001
"cg11895821",0.001
"cg11895950",0.001
"cg11896316",0.001
"cg11898648",0.001
"cg11902811",0.001
"cg11926150",0.001
"cg11936553",0.001
"cg11936601",0.001
"cg11941773",0.001
"cg11994485",0.001
"cg12014289",0.001
"cg12017815",0.001
"cg12024188",0.001
"cg12026625",0.001
"cg12031078",0.001
"cg12041308",0.001
"cg12051064",0.001
"cg12058508",0.001
"cg12061216",0.001
"cg12074916",0.001
"cg12084079",0.001
"cg12096648",0.001
"cg12114550",0.001
"cg12115116",0.001
"cg12128311",0.001
"cg12140189",0.001
"cg12155476",0.001
"cg12156989",0.001
"cg12159336",0.001
"cg12162305",0.001
"cg12194759",0.001
"cg12204574",0.001
"cg12207768",0.001
"cg12217778",0.001
"cg12220696",0.001
"cg12226050",0.001
"cg12237392",0.001
"cg12268565",0.001
"cg12281614",0.001
"cg12287800",0.001
"cg12308243",0.001
"cg12321785",0.001
"cg12354227",0.001
"cg12393338",0.001
"cg12393402",0.001
"cg12412444",0.001
"cg12415079",0.001
"cg12417702",0.001
"cg12423482",0.001
"cg12431196",0.001
"cg12434779",0.001
"cg12443477",0.001
"cg12472218",0.001
"cg12476884",0.001
"cg12497304",0.001
"cg12517811",0.001
"cg12521790",0.001
"cg12525182",0.001
"cg12541663",0.001
"cg12543132",0.001
"cg12543138",0.001
"cg12546665",0.001
"cg12565953",0.001
"cg12570064",0.001
"cg12594780",0.001
"cg12600371",0.001
"cg12614391",0.001
"cg12614912",0.001
"cg12623328",0.001
"cg12624077",0.001
"cg12626920",0.001
"cg12639757",0.001
"cg12650330",0.001
"cg12652129",0.001
"cg12667527",0.001
"cg12674271",0.001
"cg12674420",0.001
"cg12698365",0.001
"cg12717800",0.001
"cg12720772",0.001
"cg12728974",0.001
"cg12746753",0.001
"cg12799835",0.001
"cg12809114",0.001
"cg12809253",0.001
"cg12814550",0.001
"cg12857702",0.001
"cg12882438",0.001
"cg12892680",0.001
"cg12905477",0.001
"cg12907544",0.001
"cg12920408",0.001
"cg12945385",0.001
"cg12958489",0.001
"cg12972869",0.001
"cg12974607",0.001
"cg12976380",0.001
"cg12978205",0.001
"cg12985212",0.001
"cg13009814",0.001
"cg13016045",0.001
"cg13027886",0.001
"cg13029460",0.001
"cg13030236",0.001
"cg13034335",0.001
"cg13069450",0.001
"cg13075160",0.001
"cg13077247",0.001
"cg13081620",0.001
"cg13085780",0.001
"cg13089452",0.001
"cg13099539",0.001
"cg13113011",0.001
"cg13116097",0.001
"cg13121885",0.001
"cg13124710",0.001
"cg13132364",0.001
"cg13133627",0.001
"cg13136701",0.001
"cg13138625",0.001
"cg13148563",0.001
"cg13172884",0.001
"cg13177658",0.001
"cg13179992",0.001
"cg13182391",0.001
"cg13182625",0.001
"cg13187657",0.001
"cg13203715",0.001
"cg13212589",0.001
"cg13219139",0.001
"cg13219667",0.001
"cg13221751",0.001
"cg13232664",0.001
"cg13240932",0.001
"cg13279774",0.001
"cg13302941",0.001
"cg13304751",0.001
"cg13310805",0.001
"cg13335700",0.001
"cg13336470",0.001
"cg13342793",0.001
"cg13346096",0.001
"cg13349581",0.001
"cg13353964",0.001
"cg13355801",0.001
"cg13358623",0.001
"cg13367122",0.001
"cg13367222",0.001
"cg13367450",0.001
"cg13370916",0.001
"cg13381987",0.001
"cg13418665",0.001
"cg13431666",0.001
"cg13442104",0.001
"cg13445063",0.001
"cg13448203",0.001
"cg13464082",0.001
"cg13466755",0.001
"cg13483924",0.001
"cg13489005",0.001
"cg13506244",0.001
"cg13514226",0.001
"cg13534205",0.001
"cg13542480",0.001
"cg13571452",0.001
"cg13571540",0.001
"cg13574233",0.001
"cg13577786",0.001
"cg13586005",0.001
"cg13601910",0.001
"cg13606829",0.001
"cg13612922",0.001
"cg13635350",0.001
"cg13643594",0.001
"cg13644145",0.001
"cg13645300",0.001
"cg13646413",0.001
"cg13655660",0.001
"cg13668826",0.001
"cg13674559",0.001
"cg13683135",0.001
"cg13684570",0.001
"cg13684763",0.001
"cg13692762",0.001
"cg13730347",0.001
"cg13735889",0.001
"cg13747960",0.001
"cg13768142",0.001
"cg13771629",0.001
"cg13774080",0.001
"cg13781574",0.001
"cg13788061",0.001
"cg13788827",0.001
"cg13806096",0.001
"cg13814975",0.001
"cg13815872",0.001
"cg13825930",0.001
"cg13828067",0.001
"cg13848022",0.001
"cg13849865",0.001
"cg13858165",0.001
"cg13859943",0.001
"cg13861342",0.001
"cg13886552",0.001
"cg13908365",0.001
"cg13915356",0.001
"cg13924323",0.001
"cg13962730",0.001
"cg13976049",0.001
"cg13976449",0.001
"cg13979580",0.001
"cg13981487",0.001
"cg13985534",0.001
"cg13992645",0.001
"cg14017986",0.001
"cg14061423",0.001
"cg14071112",0.001
"cg14085095",0.001
"cg14102789",0.001
"cg14106263",0.001
"cg14111132",0.001
"cg14163733",0.001
"cg14168975",0.001
"cg14182855",0.001
"cg14184286",0.001
"cg14191242",0.001
"cg14197475",0.001
"cg14210943",0.001
"cg14218246",0.001
"cg14232291",0.001
"cg14233872",0.001
"cg14239049",0.001
"cg14239442",0.001
"cg14242010",0.001
"cg14246142",0.001
"cg14249565",0.001
"cg14258335",0.001
"cg14260327",0.001
"cg14260918",0.001
"cg14267065",0.001
"cg14291118",0.001
"cg14292650",0.001
"cg14295009",0.001
"cg14295915",0.001
"cg14303974",0.001
"cg14307660",0.001
"cg14310499",0.001
"cg14314451",0.001
"cg14321295",0.001
"cg14322166",0.001
"cg14336221",0.001
"cg14345281",0.001
"cg14348171",0.001
"cg14376241",0.001
"cg14388582",0.001
"cg14396424",0.001
"cg14448929",0.001
"cg14451539",0.001
"cg14453947",0.001
"cg14464718",0.001
"cg14470409",0.001
"cg14473144",0.001
"cg14496001",0.001
"cg14506668",0.001
"cg14520288",0.001
"cg14520448",0.001
"cg14520892",0.001
"cg14532322",0.001
"cg14533133",0.001
"cg14533576",0.001
"cg14546768",0.001
"cg14564630",0.001
"cg14570191",0.001
"cg14570389",0.001
"cg14573802",0.001
"cg14574372",0.001
"cg14583361",0.001
"cg14586560",0.001
"cg14586909",0.001
"cg14603520",0.001
"cg14605748",0.001
"cg14609180",0.001
"cg14636986",0.001
"cg14667649",0.001
"cg14674582",0.001
"cg14679568",0.001
"cg14682726",0.001
"cg14686949",0.001
"cg14688652",0.001
"cg14688956",0.001
"cg14694370",0.001
"cg14696287",0.001
"cg14698870",0.001
"cg14705424",0.001
"cg14713449",0.001
"cg14719055",0.001
"cg14739522",0.001
"cg14745824",0.001
"cg14753968",0.001
"cg14759284",0.001
"cg14766682",0.001
"cg14772836",0.001
"cg14783837",0.001
"cg14784052",0.001
"cg14793790",0.001
"cg14794164",0.001
"cg14815778",0.001
"cg14834004",0.001
"cg14891448",0.001
"cg14923176",0.001
"cg14923379",0.001
"cg14930000",0.001
"cg14936904",0.001
"cg14942312",0.001
"cg14972383",0.001
"cg14996686",0.001
"cg15002839",0.001
"cg15017230",0.001
"cg15027606",0.001
"cg15029285",0.001
"cg15035020",0.001
"cg15042679",0.001
"cg15051210",0.001
"cg15066405",0.001
"cg15082071",0.001
"cg15092869",0.001
"cg15099068",0.001
"cg15099592",0.001
"cg15129224",0.001
"cg15132216",0.001
"cg15132649",0.001
"cg15134505",0.001
"cg15165694",0.001
"cg15173629",0.001
"cg15177000",0.001
"cg15192932",0.001
"cg15197502",0.001
"cg15198443",0.001
"cg15212442",0.001
"cg15216844",0.001
"cg15228617",0.001
"cg15246270",0.001
"cg15262876",0.001
"cg15268562",0.001
"cg15289846",0.001
"cg15295236",0.001
"cg15303621",0.001
"cg15309236",0.001
"cg15315638",0.001
"cg15317622",0.001
"cg15317927",0.001
"cg15322420",0.001
"cg15325759",0.001
"cg15336560",0.001
"cg15353944",0.001
"cg15360837",0.001
"cg15365038",0.001
