Table S1: A list of CpG sites with methylation patterns in Figure 1 & Additional file 1: Fig. S1,,
cpg,color,pattern
cg17822352,grey,rest
cg17824914,green,B
cg17828255,grey,rest
cg17828708,grey,rest
cg17830714,black,C
cg17833022,purple,D
cg17835180,red,A
cg17839368,black,C
cg17843048,red,A
cg17853057,red,A
cg17868751,grey,rest
cg17875227,red,A
cg17876277,grey,rest
cg17876443,grey,rest
cg17878135,red,A
cg17878446,red,A
cg17878951,green,B
cg17914143,red,A
cg17914927,black,C
cg17920239,black,C
cg17921115,black,C
cg17926057,red,A
cg17928317,grey,rest
cg17929087,black,C
cg17933493,black,C
cg17934320,red,A
cg17936021,red,A
cg17938879,red,A
cg17959821,grey,rest
cg17961384,red,A
cg17962105,black,C
cg17964359,red,A
cg17964575,black,C
cg17965552,black,C
cg17968718,black,C
cg17970282,red,A
cg17973147,red,A
cg17974767,red,A
cg17979616,black,C
cg17991347,red,A
cg17994214,black,C
cg17994896,grey,rest
cg17995340,red,A
cg17996267,grey,rest
cg18001119,black,C
cg18003012,red,A
cg18003791,green,B
cg18004915,black,C
cg18005219,red,A
cg18011534,red,A
cg18013550,black,C
cg18015266,black,C
cg18016370,red,A
cg18016783,black,C
cg18019621,grey,rest
cg18022005,grey,rest
cg18030003,red,A
cg18031151,black,C
cg18036967,red,A
cg18043690,red,A
cg18044482,red,A
cg18049750,red,A
cg18064897,black,C
cg18077778,black,C
cg18086582,black,C
cg18087559,red,A
cg18090198,black,C
cg18091964,red,A
cg18093711,red,A
cg18096738,red,A
cg18096956,black,C
cg18099006,red,A
cg18101474,red,A
cg18103394,black,C
cg18112785,green,B
cg18116135,red,A
cg18118743,black,C
cg18119675,black,C
cg18121605,black,C
cg18122289,red,A
cg18123612,purple,D
cg18124706,grey,rest
cg18126630,grey,rest
cg18134562,grey,rest
cg18136675,black,C
cg18138606,black,C
cg18138788,red,A
cg18139692,black,C
cg18144073,red,A
cg18145088,black,C
cg18152566,black,C
cg18153989,black,C
cg18154457,black,C
cg18154784,black,C
cg18155062,red,A
cg18156601,red,A
cg18157587,purple,D
cg18159654,red,A
cg18161489,red,A
cg18166152,black,C
cg18203880,green,B
cg18221317,black,C
cg18230216,black,C
cg18230356,black,C
cg18230558,red,A
cg18233735,red,A
cg18239702,grey,rest
cg18244029,red,A
cg18263397,grey,rest
cg18266853,grey,rest
cg18267532,black,C
cg18275647,red,A
cg18289259,red,A
cg18291437,grey,rest
cg18307604,red,A
cg18336502,red,A
cg18337321,red,A
cg18364820,grey,rest
cg18376256,black,C
cg18381576,grey,rest
cg18386008,red,A
cg18388748,red,A
cg18389023,black,C
cg18389510,black,C
cg18390152,black,C
cg18391610,grey,rest
cg18392465,black,C
cg18394995,grey,rest
cg18395615,red,A
cg18396637,grey,rest
cg18399551,red,A
cg18403317,red,A
cg18406314,black,C
cg18407141,red,A
cg18409082,red,A
cg18412777,grey,rest
cg18414950,red,A
cg18418138,black,C
cg18418655,red,A
cg18418803,black,C
cg18419476,grey,rest
cg18423110,black,C
cg18430208,green,B
cg18431182,black,C
cg18432393,red,A
cg18432711,grey,rest
cg18433694,grey,rest
cg18434680,grey,rest
cg18435505,black,C
cg18439080,grey,rest
cg18440824,black,C
cg18442183,black,C
cg18443450,grey,rest
cg18445504,black,C
cg18447077,black,C
cg18449462,red,A
cg18450499,black,C
cg18452799,red,A
cg18453389,black,C
cg18453720,black,C
cg18456549,black,C
cg18457106,black,C
cg18457851,red,A
cg18458833,black,C
cg18463605,black,C
cg18468467,green,B
cg18470455,red,A
cg18470539,black,C
cg18476633,green,B
cg18478786,red,A
cg18480129,grey,rest
cg18480706,red,A
cg18492059,black,C
cg18496053,red,A
cg18496230,black,C
cg18497064,grey,rest
cg18498622,purple,D
cg18502619,red,A
cg18502642,black,C
cg18503052,red,A
cg18507125,red,A
cg18510064,green,B
cg18511445,green,B
cg18512357,grey,rest
cg18515545,red,A
cg18516687,red,A
cg18520603,black,C
cg18524099,grey,rest
cg18525817,black,C
cg18530240,red,A
cg18535534,red,A
cg18537571,black,C
cg18537977,black,C
cg18538900,green,B
cg18564727,black,C
cg18585581,grey,rest
cg18617394,black,C
cg18617708,grey,rest
cg18624866,red,A
cg18625305,red,A
cg18626864,red,A
cg18627132,black,C
cg18627493,purple,D
cg18633002,black,C
cg18641697,red,A
cg18653991,red,A
cg18665563,red,A
cg18674692,black,C
cg18695429,red,A
cg18700197,black,C
cg18700741,red,A
cg18701656,red,A
cg18702239,black,C
cg18717447,grey,rest
cg18719157,black,C
cg18727700,grey,rest
cg18731813,red,A
cg18742181,black,C
cg18747090,grey,rest
cg18751555,black,C
cg18751919,black,C
cg18754842,black,C
cg18758619,black,C
cg18765710,grey,rest
cg18770944,red,A
cg18773835,black,C
cg18776021,green,B
cg18777226,grey,rest
cg18777711,black,C
cg18778986,red,A
cg18779570,black,C
cg18780401,red,A
cg18780751,red,A
cg18784552,black,C
cg18785414,red,A
cg18793814,grey,rest
cg18799866,red,A
cg18811184,grey,rest
cg18811601,red,A
cg18812977,black,C
cg18813691,purple,D
cg18817485,grey,rest
cg18827179,red,A
cg18827511,black,C
cg18827893,grey,rest
cg18836258,grey,rest
cg18849630,red,A
cg18875207,grey,rest
cg18877734,black,C
cg18879010,black,C
cg18882436,red,A
cg18884384,black,C
cg18898763,black,C
cg18903768,black,C
cg18904817,black,C
cg18923230,red,A
cg18924561,black,C
cg18929098,black,C
cg18930892,black,C
cg18931873,black,C
cg18939543,red,A
cg18959966,red,A
cg18963065,grey,rest
cg18967094,black,C
cg18967728,grey,rest
cg18971750,black,C
cg18973991,green,B
cg18974084,black,C
cg18976803,red,A
cg18980650,black,C
cg18983126,black,C
cg18986576,black,C
cg18987659,black,C
cg18989233,black,C
cg18990483,black,C
cg18992293,black,C
cg18995182,grey,rest
cg18999476,black,C
cg19000389,green,B
cg19000468,green,B
cg19002579,grey,rest
cg19002828,grey,rest
cg19011478,grey,rest
cg19011603,red,A
cg19014767,grey,rest
cg19017491,black,C
cg19022966,red,A
cg19023236,black,C
cg19039586,red,A
cg19045344,grey,rest
cg19050914,black,C
cg19053608,grey,rest
cg19055639,red,A
cg19056008,black,C
cg19058005,black,C
cg19059427,black,C
cg19061228,black,C
cg19063343,red,A
cg19069416,black,C
cg19092293,red,A
cg19110434,green,B
cg19112757,black,C
cg19114226,black,C
cg19115280,grey,rest
cg19127840,green,B
cg19137564,red,A
cg19138060,black,C
cg19144013,grey,rest
cg19153710,red,A
cg19155032,purple,D
cg19169535,grey,rest
cg19169658,grey,rest
cg19169838,black,C
cg19172265,black,C
cg19177332,black,C
cg19183081,black,C
cg19189070,black,C
cg19206010,red,A
cg19208477,grey,rest
cg19210487,black,C
cg19212576,red,A
cg19218988,red,A
cg19223616,black,C
cg19227523,grey,rest
cg19227561,black,C
cg19229422,black,C
cg19230952,black,C
cg19233518,green,B
cg19235109,red,A
cg19239592,black,C
cg19244546,black,C
cg19247520,black,C
cg19250658,black,C
cg19253643,red,A
cg19257537,red,A
cg19259802,green,B
cg19261292,black,C
cg19261513,black,C
cg19269918,green,B
cg19271175,black,C
cg19284023,black,C
cg19286473,black,C
cg19287179,grey,rest
cg19318920,black,C
cg19319103,black,C
cg19321437,red,A
cg19322153,black,C
cg19331065,green,B
cg19334385,red,A
cg19344520,black,C
cg19345896,black,C
cg19350224,black,C
cg19351638,grey,rest
cg19353593,red,A
cg19354122,grey,rest
cg19355555,grey,rest
cg19358195,red,A
cg19382362,black,C
cg19386336,black,C
cg19388557,black,C
cg19388636,green,B
cg19392138,red,A
cg19395010,black,C
cg19401970,green,B
cg19405200,red,A
cg19406003,grey,rest
cg19406135,red,A
cg19407266,red,A
cg19407886,grey,rest
cg19410841,red,A
cg19412336,black,C
cg19419474,grey,rest
cg19421044,red,A
cg19425242,black,C
cg19431247,red,A
cg19432493,black,C
cg19434750,red,A
cg19439099,black,C
cg19441691,red,A
cg19474517,black,C
cg19481013,red,A
cg19481052,grey,rest
cg19481953,black,C
cg19491742,black,C
cg19499790,black,C
cg19499945,black,C
cg19500599,black,C
cg19502843,black,C
cg19502998,red,A
cg19511425,black,C
cg19514407,black,C
cg19514725,red,A
cg19522972,black,C
cg19523014,red,A
cg19523692,black,C
cg19528439,black,C
cg19532356,red,A
cg19534423,green,B
cg19541233,black,C
cg19541913,red,A
cg19545998,black,C
cg19548176,red,A
cg19548593,red,A
cg19550035,black,C
cg19566414,grey,rest
cg19567683,black,C
cg19570406,grey,rest
cg19572242,red,A
cg19584075,red,A
cg19586382,red,A
cg19591080,green,B
cg19593957,red,A
cg19599472,grey,rest
cg19602178,grey,rest
cg19616372,red,A
cg19618706,red,A
cg19629755,red,A
cg19637159,red,A
cg19638818,black,C
cg19639792,grey,rest
cg19658849,red,A
cg19666053,red,A
cg19683299,black,C
cg19688321,grey,rest
cg19688503,purple,D
cg19690274,black,C
cg19696622,red,A
cg19697936,black,C
cg19716713,red,A
cg19721057,black,C
cg19721080,black,C
cg19723022,grey,rest
cg19723367,black,C
cg19723705,purple,D
cg19732480,red,A
cg19740287,red,A
cg19741073,red,A
cg19743270,black,C
cg19743317,grey,rest
cg19752540,black,C
cg19753067,red,A
cg19770547,red,A
cg19771541,red,A
cg19773565,black,C
cg19774450,black,C
cg19778009,red,A
cg19779655,black,C
cg19780684,grey,rest
cg19786359,grey,rest
cg19787070,black,C
cg19788004,green,B
cg19790752,grey,rest
cg19791341,black,C
cg19792027,black,C
cg19792266,red,A
cg19793470,black,C
cg19794163,grey,rest
cg19797013,red,A
cg19816711,black,C
cg19822434,green,B
cg19823927,black,C
cg19836906,red,A
cg19839614,red,A
cg19840763,red,A
cg19845843,black,C
cg19846758,grey,rest
cg19847571,black,C
cg19854896,red,A
cg19858323,grey,rest
cg19860691,red,A
cg19863639,black,C
cg19868577,grey,rest
cg19878017,black,C
cg19881386,red,A
cg19885057,red,A
cg19885926,grey,rest
cg19888047,red,A
cg19894148,grey,rest
cg19899539,red,A
cg19899961,green,B
cg19900558,red,A
cg19907419,grey,rest
cg19908985,black,C
cg19911179,red,A
cg19912147,grey,rest
cg19912739,red,A
cg19918604,black,C
cg19922518,red,A
cg19922860,black,C
cg19925887,grey,rest
cg19926635,grey,rest
cg19927161,black,C
cg19928247,red,A
cg19930056,red,A
cg19930074,black,C
cg19930575,grey,rest
cg19933311,black,C
cg19933709,grey,rest
cg19935097,grey,rest
cg19937098,grey,rest
cg19937198,grey,rest
cg19937286,grey,rest
cg19938385,grey,rest
cg19948991,grey,rest
cg19949137,red,A
cg19953285,black,C
cg19953825,grey,rest
cg19954218,black,C
cg19955701,grey,rest
cg19972856,grey,rest
cg19974994,grey,rest
cg19994834,grey,rest
cg19994968,black,C
cg20001978,red,A
cg20002326,black,C
cg20003100,black,C
cg20010130,red,A
cg20013240,black,C
cg20015672,black,C
cg20017658,grey,rest
cg20021806,black,C
cg20025403,red,A
cg20034238,black,C
cg20051589,red,A
cg20056133,red,A
cg20057595,red,A
cg20062122,black,C
cg20063407,grey,rest
cg20063630,red,A
cg20063650,black,C
cg20064153,red,A
cg20065832,grey,rest
cg20069969,grey,rest
cg20071203,grey,rest
cg20077179,black,C
cg20085561,grey,rest
cg20086286,grey,rest
cg20086420,red,A
cg20098118,red,A
cg20104776,red,A
cg20112962,red,A
cg20114929,black,C
cg20119635,red,A
cg20123374,grey,rest
cg20134295,black,C
cg20134598,red,A
cg20154346,black,C
cg20197277,black,C
cg20199120,green,B
cg20203466,red,A
cg20205061,black,C
cg20207784,grey,rest
cg20207989,grey,rest
cg20208052,grey,rest
cg20214316,black,C
cg20216854,grey,rest
cg20219360,red,A
cg20220865,grey,rest
cg20228978,black,C
cg20230182,black,C
cg20244073,grey,rest
cg20258249,black,C
cg20258741,red,A
cg20259518,grey,rest
cg20262028,black,C
cg20262712,grey,rest
cg20265337,black,C
cg20271300,red,A
cg20272754,grey,rest
cg20274188,black,C
cg20274980,black,C
cg20275344,red,A
cg20278833,black,C
cg20284039,grey,rest
cg20287862,black,C
cg20291091,red,A
cg20308511,red,A
cg20310902,black,C
cg20319903,black,C
cg20321768,red,A
cg20332242,green,B
cg20333676,red,A
cg20336701,red,A
cg20338399,grey,rest
cg20340631,red,A
cg20344426,red,A
cg20344820,grey,rest
cg20346189,grey,rest
cg20350671,red,A
cg20356272,grey,rest
cg20359650,black,C
cg20367266,grey,rest
cg20371650,red,A
cg20394620,red,A
cg20416767,red,A
cg20430101,black,C
cg20430749,red,A
cg20431201,grey,rest
cg20435542,red,A
cg20437781,green,B
cg20438518,black,C
cg20446252,grey,rest
cg20448001,black,C
cg20450662,red,A
cg20450764,grey,rest
cg20451131,red,A
cg20453549,red,A
cg20454429,black,C
cg20456193,grey,rest
cg20457190,black,C
cg20460541,black,C
cg20461691,black,C
cg20463407,red,A
cg20465526,red,A
cg20465655,grey,rest
cg20469935,green,B
cg20471612,black,C
cg20473453,black,C
cg20477705,grey,rest
cg20482568,red,A
cg20486690,black,C
cg20486825,red,A
cg20492222,grey,rest
cg20494209,black,C
cg20495640,black,C
cg20495737,red,A
cg20497120,red,A
cg20497334,red,A
cg20497504,grey,rest
cg20502006,black,C
cg20503835,grey,rest
cg20504202,red,A
cg20512370,red,A
cg20514061,red,A
cg20519318,black,C
cg20521035,grey,rest
cg20522409,grey,rest
cg20522855,black,C
cg20540913,red,A
cg20546893,grey,rest
cg20551211,black,C
cg20556598,black,C
cg20557008,black,C
cg20557017,red,A
cg20569128,grey,rest
cg20578376,grey,rest
cg20578501,black,C
cg20583833,black,C
cg20584415,red,A
cg20585410,grey,rest
cg20590161,red,A
cg20593128,grey,rest
cg20593767,black,C
cg20622056,red,A
cg20638572,grey,rest
cg20641280,red,A
cg20648463,green,B
cg20648827,red,A
cg20649285,black,C
cg20651980,black,C
cg20653018,red,A
cg20654256,grey,rest
cg20657691,red,A
cg20660212,green,B
cg20662859,red,A
cg20663980,grey,rest
cg20664034,black,C
cg20664065,red,A
cg20686207,grey,rest
cg20687573,black,C
cg20698282,grey,rest
cg20699879,red,A
cg20731167,red,A
cg20746793,black,C
cg20749047,red,A
cg20757997,black,C
cg20763943,red,A
cg20767433,red,A
cg20774140,black,C
cg20780119,red,A
cg20780998,red,A
cg20781898,grey,rest
cg20783352,grey,rest
cg20784188,black,C
cg20784907,red,A
cg20786173,black,C
cg20786418,red,A
cg20787451,black,C
cg20788415,red,A
cg20789378,black,C
cg20789492,black,C
cg20790618,red,A
cg20795578,grey,rest
cg20796646,red,A
cg20816612,red,A
cg20818151,red,A
cg20825323,red,A
cg20830094,black,C
cg20832009,red,A
cg20839655,grey,rest
cg20840456,black,C
cg20842040,red,A
cg20842729,black,C
cg20843025,black,C
cg20844690,black,C
cg20844861,red,A
cg20847962,black,C
cg20849176,green,B
cg20849987,black,C
cg20851325,red,A
cg20852235,black,C
cg20855303,red,A
cg20857470,grey,rest
cg20860481,black,C
cg20860642,black,C
cg20869203,grey,rest
cg20878850,grey,rest
cg20878864,red,A
cg20879096,grey,rest
cg20881335,grey,rest
cg20882246,green,B
cg20907109,black,C
cg20919227,red,A
cg20922422,red,A
cg20931907,grey,rest
cg20945035,red,A
cg20947407,black,C
cg20950264,grey,rest
cg20950296,black,C
cg20950932,grey,rest
cg20951645,black,C
cg20958732,red,A
cg20959965,grey,rest
cg20964758,red,A
cg20967299,black,C
cg20971536,red,A
cg20972834,red,A
cg20973408,red,A
cg20974492,black,C
cg20976488,grey,rest
cg20977592,black,C
cg20978230,grey,rest
cg20979081,black,C
cg20980021,grey,rest
cg20980660,red,A
cg20981089,red,A
cg20981403,grey,rest
cg21002399,black,C
cg21010298,purple,D
cg21017771,black,C
cg21028156,green,B
cg21028499,black,C
cg21030483,red,A
cg21030907,black,C
cg21031530,grey,rest
cg21036593,black,C
cg21039523,grey,rest
cg21043160,black,C
cg21045917,grey,rest
cg21046413,red,A
cg21049587,black,C
cg21067846,black,C
cg21080294,red,A
cg21087701,black,C
cg21090723,black,C
cg21109542,red,A
cg21111568,grey,rest
cg21112796,black,C
cg21113886,red,A
cg21114800,red,A
cg21119901,red,A
cg21120047,grey,rest
cg21122900,grey,rest
cg21123327,black,C
cg21127593,red,A
cg21128398,black,C
cg21131239,grey,rest
cg21137707,black,C
cg21138857,black,C
cg21139772,red,A
cg21142188,red,A
cg21142420,red,A
cg21153181,red,A
cg21154114,black,C
cg21154599,red,A
cg21155787,grey,rest
cg21158178,red,A
cg21160279,black,C
cg21162029,red,A
cg21166191,red,A
cg21175761,grey,rest
cg21179255,black,C
cg21183872,red,A
cg21184454,red,A
cg21190253,black,C
cg21193180,black,C
cg21195120,red,A
cg21197919,black,C
cg21198428,red,A
cg21201934,red,A
cg21206555,black,C
cg21224730,black,C
cg21224759,red,A
cg21229055,green,B
cg21232685,grey,rest
cg21248478,grey,rest
cg21252909,grey,rest
cg21253375,black,C
cg21255939,black,C
cg21258987,purple,D
cg21262652,black,C
cg21265548,grey,rest
cg21267792,red,A
cg21268806,black,C
cg21274274,red,A
cg21283832,grey,rest
cg21284034,red,A
cg21284636,red,A
cg21288474,black,C
cg21290885,red,A
cg21293846,black,C
cg21294096,purple,D
cg21297942,black,C
cg21302055,grey,rest
cg21305413,grey,rest
cg21305756,red,A
cg21306843,grey,rest
cg21306973,red,A
cg21311761,black,C
cg21311798,grey,rest
cg21319950,black,C
cg21323637,red,A
cg21327343,red,A
cg21328786,black,C
cg21329507,grey,rest
cg21329548,green,B
cg21330407,black,C
cg21330641,black,C
cg21330926,grey,rest
cg21337832,red,A
cg21355508,grey,rest
cg21360798,red,A
cg21364342,black,C
cg21365235,red,A
cg21365536,black,C
cg21374587,black,C
cg21377007,grey,rest
cg21378039,red,A
cg21378690,black,C
cg21380860,black,C
cg21386527,black,C
cg21389621,red,A
cg21393699,black,C
cg21395967,red,A
cg21397157,red,A
cg21398507,red,A
cg21400640,red,A
cg21402738,grey,rest
cg21410798,red,A
cg21411291,black,C
cg21412053,grey,rest
cg21416682,grey,rest
cg21417660,red,A
cg21456313,red,A
cg21462299,black,C
cg21471515,red,A
cg21472099,green,B
cg21477294,black,C
cg21484926,red,A
cg21489722,black,C
cg21491240,red,A
cg21493591,black,C
cg21500538,black,C
cg21501064,red,A
cg21515329,black,C
cg21516819,red,A
cg21517121,red,A
cg21537736,red,A
cg21537947,red,A
cg21539234,green,B
cg21554848,black,C
cg21557231,grey,rest
cg21559133,green,B
cg21565451,black,C
cg21567017,black,C
cg21593552,red,A
cg21593903,black,C
cg21598868,black,C
cg21601364,green,B
cg21605248,black,C
cg21606086,black,C
cg21606887,red,A
cg21608016,black,C
cg21616821,green,B
cg21617677,red,A
cg21626493,grey,rest
cg21635515,black,C
cg21635956,black,C
cg21639451,black,C
cg21640139,red,A
cg21640681,black,C
cg21644660,grey,rest
cg21647584,black,C
cg21648502,red,A
cg21648914,grey,rest
cg21649182,grey,rest
cg21652638,black,C
cg21655480,red,A
cg21657265,red,A
cg21662807,green,B
cg21663100,red,A
cg21664443,grey,rest
cg21665294,grey,rest
cg21672057,red,A
cg21693321,red,A
cg21694843,red,A
cg21697779,red,A
cg21700475,grey,rest
cg21711683,red,A
cg21729122,red,A
cg21729235,black,C
cg21729244,black,C
cg21730821,black,C
cg21738316,black,C
cg21742716,black,C
cg21744850,grey,rest
cg21745079,purple,D
cg21747330,grey,rest
cg21757148,grey,rest
cg21757436,grey,rest
cg21759095,black,C
cg21760862,red,A
cg21761699,black,C
cg21765125,red,A
cg21768287,grey,rest
cg21771569,grey,rest
cg21772629,green,B
cg21773079,black,C
cg21781308,red,A
cg21784182,black,C
cg21786852,grey,rest
cg21791702,red,A
cg21797452,purple,D
cg21798601,red,A
cg21799736,grey,rest
cg21801984,black,C
cg21803123,black,C
cg21805136,black,C
cg21805978,red,A
cg21808407,black,C
cg21809023,black,C
cg21811592,red,A
cg21836062,black,C
cg21854924,grey,rest
cg21860846,red,A
cg21863326,black,C
cg21864248,green,B
cg21870760,grey,rest
cg21875437,green,B
cg21889537,red,A
cg21892973,grey,rest
cg21896142,red,A
cg21900692,grey,rest
cg21900764,red,A
cg21902245,grey,rest
cg21902627,red,A
cg21905818,red,A
cg21906379,green,B
cg21907794,black,C
cg21908878,black,C
cg21909660,green,B
cg21909948,grey,rest
cg21910711,grey,rest
cg21910941,red,A
cg21911834,red,A
cg21932800,red,A
cg21943052,black,C
cg21955534,black,C
cg21956484,grey,rest
cg21966410,red,A
cg21968376,green,B
cg21988739,red,A
cg21990184,grey,rest
cg21992771,black,C
cg21994514,red,A
cg21999614,red,A
cg22007597,black,C
cg22009709,black,C
cg22010317,grey,rest
cg22010900,red,A
cg22012543,red,A
cg22016571,red,A
cg22031654,black,C
cg22036140,black,C
cg22036814,green,B
cg22040303,grey,rest
cg22042328,green,B
cg22045077,grey,rest
cg22049457,black,C
cg22049474,grey,rest
cg22052586,black,C
cg22068395,black,C
cg22070035,black,C
cg22070189,black,C
cg22090245,red,A
cg22109064,green,B
cg22126136,black,C
cg22133177,green,B
cg22134140,red,A
cg22137300,black,C
cg22139325,green,B
cg22143562,grey,rest
cg22144149,red,A
cg22145512,grey,rest
cg22148243,green,B
cg22151131,red,A
cg22166305,red,A
cg22169020,green,B
cg22172517,black,C
cg22193343,grey,rest
cg22203323,black,C
cg22207322,grey,rest
cg22208280,grey,rest
cg22213614,grey,rest
cg22215739,black,C
cg22215784,black,C
cg22238863,red,A
cg22249566,green,B
cg22252245,red,A
cg22252475,red,A
cg22255702,black,C
cg22256180,black,C
cg22260627,black,C
cg22262544,black,C
cg22265142,red,A
cg22267947,red,A
cg22276991,red,A
cg22306749,red,A
cg22311608,green,B
cg22321559,green,B
cg22322928,grey,rest
cg22324667,black,C
cg22332157,red,A
cg22332233,green,B
cg22337136,grey,rest
cg22337892,grey,rest
cg22343001,red,A
cg22343609,grey,rest
cg22354945,black,C
cg22363867,black,C
cg22364384,black,C
cg22366498,red,A
cg22366629,red,A
cg22366897,black,C
cg22376897,black,C
cg22393371,black,C
cg22395236,grey,rest
cg22396161,grey,rest
cg22396288,black,C
cg22399096,red,A
cg22404117,red,A
cg22410382,red,A
cg22417678,purple,D
cg22418103,black,C
cg22419482,black,C
cg22437699,grey,rest
cg22455616,red,A
cg22455963,black,C
cg22460148,grey,rest
cg22464151,red,A
cg22470298,green,B
cg22471695,red,A
cg22474124,red,A
cg22474754,purple,D
cg22484503,red,A
cg22495120,black,C
cg22502059,red,A
cg22522299,black,C
cg22522913,red,A
cg22526309,red,A
cg22527050,red,A
cg22527791,red,A
cg22530983,black,C
cg22534545,black,C
cg22539189,black,C
cg22540489,grey,rest
cg22543648,black,C
cg22559660,grey,rest
cg22560211,black,C
cg22569627,red,A
cg22573003,black,C
cg22574818,grey,rest
cg22597771,grey,rest
cg22604777,red,A
cg22606540,red,A
cg22607365,grey,rest
cg22612743,green,B
cg22617367,red,A
cg22618086,red,A
cg22618269,red,A
cg22622899,grey,rest
cg22625945,red,A
cg22627750,black,C
cg22635885,black,C
cg22638535,black,C
cg22643918,black,C
cg22645859,red,A
cg22646149,red,A
cg22647743,black,C
cg22650104,black,C
cg22651103,red,A
cg22653685,red,A
cg22655232,purple,D
cg22655251,grey,rest
cg22655582,grey,rest
cg22656275,grey,rest
cg22660483,red,A
cg22665187,red,A
cg22666517,grey,rest
cg22671388,purple,D
cg22673121,black,C
cg22679626,green,B
cg22680139,black,C
cg22683041,black,C
cg22683858,red,A
cg22685762,grey,rest
cg22685779,red,A
cg22686892,grey,rest
cg22688927,black,C
cg22690030,black,C
cg22691634,black,C
cg22693205,red,A
cg22695906,grey,rest
cg22696549,grey,rest
cg22697187,black,C
cg22705954,red,A
cg22711601,black,C
cg22713630,grey,rest
cg22713892,red,A
cg22729310,black,C
cg22731373,red,A
cg22739440,black,C
cg22745747,grey,rest
cg22750044,red,A
cg22762309,black,C
cg22771999,red,A
cg22772711,red,A
cg22773241,black,C
cg22776771,grey,rest
cg22795938,red,A
cg22799132,grey,rest
cg22805594,black,C
cg22810426,grey,rest
cg22811030,black,C
cg22815999,black,C
cg22818965,red,A
cg22821597,black,C
cg22824741,black,C
cg22827938,red,A
cg22829182,red,A
cg22829451,black,C
cg22834521,black,C
cg22840251,black,C
cg22844265,black,C
cg22844499,red,A
cg22844669,red,A
cg22845087,red,A
cg22847973,grey,rest
cg22848013,black,C
cg22848793,black,C
cg22849541,grey,rest
cg22858728,red,A
cg22865905,black,C
cg22872679,black,C
cg22873145,grey,rest
cg22873668,grey,rest
cg22876425,red,A
cg22877764,black,C
cg22880666,red,A
cg22881447,red,A
cg22896055,black,C
cg22896615,black,C
cg22899869,grey,rest
cg22901146,black,C
cg22903370,grey,rest
cg22911167,grey,rest
cg22912011,red,A
cg22917617,black,C
cg22921643,black,C
cg22926247,grey,rest
cg22934939,red,A
cg22946377,grey,rest
cg22948201,grey,rest
cg22952287,grey,rest
cg22952406,red,A
cg22957651,black,C
cg22959512,grey,rest
cg22969541,black,C
cg22971920,grey,rest
cg22972232,black,C
cg22972444,black,C
cg22972692,red,A
cg22975791,red,A
cg22975864,red,A
cg22976112,black,C
cg22978992,black,C
cg22980351,grey,rest
cg22982510,black,C
cg22982864,black,C
cg22983460,red,A
cg22983689,red,A
cg22985134,grey,rest
cg22987181,grey,rest
cg22991699,red,A
cg22993498,grey,rest
cg22996592,black,C
cg23026995,grey,rest
cg23050981,green,B
cg23055678,red,A
cg23056602,black,C
cg23060203,black,C
cg23061351,black,C
cg23061435,grey,rest
cg23066860,red,A
cg23079782,green,B
cg23083269,red,A
cg23083672,grey,rest
cg23090195,black,C
cg23091067,black,C
cg23092775,grey,rest
cg23106251,red,A
cg23106779,black,C
cg23112505,red,A
cg23116589,red,A
cg23117386,grey,rest
cg23119380,red,A
cg23124111,red,A
cg23125267,red,A
cg23127995,red,A
cg23129452,green,B
cg23137005,black,C
cg23137494,red,A
cg23140159,grey,rest
cg23140620,grey,rest
cg23153367,black,C
cg23156356,red,A
cg23157067,red,A
cg23161282,grey,rest
cg23161359,grey,rest
cg23165983,black,C
cg23169382,grey,rest
cg23171231,grey,rest
cg23174160,red,A
cg23180270,black,C
cg23183988,red,A
cg23186825,grey,rest
cg23192918,grey,rest
cg23194060,red,A
cg23194346,black,C
cg23196584,grey,rest
cg23205426,red,A
cg23206017,black,C
cg23208903,red,A
cg23209618,black,C
cg23210456,grey,rest
cg23212388,green,B
cg23212799,red,A
cg23213278,grey,rest
cg23213481,green,B
cg23216058,grey,rest
cg23217142,black,C
cg23221557,red,A
cg23223006,green,B
cg23232084,black,C
cg23232263,black,C
cg23232361,black,C
cg23235141,grey,rest
cg23242236,red,A
cg23245497,green,B
cg23247524,black,C
cg23247655,red,A
cg23250973,black,C
cg23252784,green,B
cg23269489,red,A
cg23277098,red,A
cg23278128,grey,rest
cg23279136,red,A
cg23280339,red,A
cg23282949,grey,rest
cg23297872,red,A
cg23300485,black,C
cg23317607,purple,D
cg23318169,black,C
cg23329028,red,A
cg23352597,red,A
cg23360535,red,A
cg23360700,black,C
cg23362763,green,B
cg23374711,red,A
cg23376554,grey,rest
cg23378094,black,C
cg23384620,green,B
cg23387422,red,A
cg23390865,red,A
cg23391060,grey,rest
cg23392495,grey,rest
cg23396935,black,C
cg23404612,black,C
cg23407565,black,C
cg23412653,red,A
cg23424962,red,A
cg23431897,red,A
cg23432159,black,C
cg23432301,black,C
cg23446945,red,A
cg23452168,black,C
cg23453501,black,C
cg23455641,black,C
cg23473396,red,A
cg23476112,grey,rest
cg23476908,grey,rest
cg23477679,red,A
cg23483251,red,A
cg23484272,red,A
cg23485564,black,C
cg23486773,red,A
cg23490611,black,C
cg23493704,black,C
cg23494279,black,C
cg23496314,red,A
cg23497752,red,A
cg23499980,grey,rest
cg23501605,black,C
